"ID","Abteilung","Jahr","Aktenzeichen","Status","Titel"
"11-2010-244","11","2010","WD 11 - 244/10","A","Die Reform des Stabilitätspaktes: die Einführung einer umgekehrten Mehrheitsentscheidung bei Ratsbeschlüssen der Eurogruppe - Europäisches Primärrecht und deutsches Verfassungsrecht"
"11-2010-243","11","2010","WD 11 - 243/10","A","Vergleich der Vorschläge zur Verstärkung der wirtschaftspolitischen Steuerung in der Europäischen Union und schematische Darstellung des Verfahrens der multilateralen Überwachung der Haushalts- und Wirtschaftspolitik und des Verfahrens bei einem übermäßigen Defizit"
"11-2010-241","11","2010","WD 11 - 241/10","A","Der Begriff „Europäischer Mehrwert“ und der deutsche EU-Beitragsrabatt - Zur Reform des Haushalts der Europäischen Union"
"11-2010-234","11","2010","WD 11 - 234/10","A","Der Entwurf eines Gemeinsamen Referenzrahmens für das Europäische Zivilrecht (Draft Common Frame of Reference)"
"11-2010-227","11","2010","WD 11 - 227/10","A","Die Umsetzung der Richtlinie 2006/32/EG über Endenergieeffizienz und Energiedienstleistungen und zur Aufhebung der Richtlinie 93/76/EWG durch den Entwurf eines Gesetzes zur Umsetzung der Richtlinie des Europäischen Parlaments und des Rates über Endenergieeffizienz und Endenergiedienstleistungen"
"11-2010-226","11","2010","WD 11 - 226/10","A","Pauschalbesteuerung von Bahnunternehmen in Frankreich - Vereinbarkeit mit dem Recht der Europäischen Union"
"11-2010-224","11","2010","WD 11 - 224/10","A","Der Begriff der Integrations- oder Aufnahmefähigkeit in der Erweiterungsstrategie der EU"
"11-2010-223","11","2010","WD 11 - 223/10","A","Vereinbarkeit der Einlagensicherungsrichtlinie mit dem Subsidiaritätsprinzip"
"11-2010-222","11","2010","WD 11 - 222/10","A","Der Richtlinienentwurf KOM(2010) 368 endg. und das Subsidiaritätsprinzip"
"11-2010-220","11","2010","WD 11 - 220/10","A","Reformansätze für das Eigenmittelsystem der Europäischen Union"
"11-2010-219","11","2010","WD 11 - 219/10","A","Finanzdienstleistungen im europäischen Bereich"
"11-2010-216","11","2010","WD 11 - 216/10","A","Vorschlag für eine Verordnung zur Änderung der Richtlinie 2011/18/EG betreffend die den Mitgliedstaaten eingeräumte Möglichkeit, den Anbau von GVO auf ihrem Hoheitsgebiet beschränken oder zu untersagen - Vereinbarkeit mit den Binnenmarktvorschriften der Europäischen  Union und den WTO-Vorschriften"
"11-2010-215","11","2010","WD 11 - 215/10","A","Berücksichtigung von makroökonomischen Ungleichgewichten in der Wirtschafts- und Währungspolitik der Europäischen Union - Erforderlichkeit einer Änderung der vertraglichen Grundlagen"
"11-2010-208","11","2010","WD 11 - 208/10","A","Die Reform des Stabilitäts- und Wachstumspaktes im Jahr 2005 und ihre Folgen"
"11-2010-206","11","2010","WD 11 - 206/10","A","Inhaltliche Vertragsänderungen durch die Beitrittsverträge"
"11-2010-198","11","2010","WD 11 - 198/10","A","Vorschläge zur Weiterentwicklung der Wirtschafts- und Währungsunion und zur Schaffung einer europäischen Wirtschaftsregierung"
"11-2010-194","11","2010","WD 11 - 194/10","A","Vereinbarkeit der Atomgesetznovellen mit Europarecht - Bestehen einer Meldepflicht gegenüber der EU-Kommission"
"11-2010-186","11","2010","WD 11 - 186/10","A","Die Entstehung des (obligatorischen) EU-Bio-Siegels"
"11-2010-184","11","2010","WD 11 - 184/10","A","Einführung einer Verpflichtung zum Einbau von Geschwindigkeitsbegrenzern in KFZ und allgemeinen Geschwindigkeitsbegrenzungen auf Ebene der Europäischen Union - Rechtssetzungskompetenzen der Europäischen Union im Bereich Straßenverkehr"
"11-2010-183","11","2010","WD 11 - 183/10","A","Beihilfen für den Steinkohlebergbau im Recht der Europäischen Union - Vorschlag der Europäischen Kommission für eine Ratsverordnung über Stilllegungsbeihilfen für nicht wettbewerbsfähige Kohlebergwerke"
"11-2010-182","11","2010","WD 11 - 182/10","A","Schadensersatzansprüche deutscher Fischer gegen die Niederlande- Urteil des Europäischen Gerichtshofs vom 15. Oktober 2009, C-232/08"
"11-2010-178","11","2010","WD 11 - 178/10","A","Zum Bestehen einer Kompetenz-Kompetenz auf Ebene der Europäischen Union und zur Frage der Einschränkung der Souveränität der Mitgliedstaaten"
"11-2010-177","11","2010","WD 11 - 177/10","A","Unionsrechtliche Regelungen für Nanotechnologien - Eine Bestandsaufnahme"
"11-2010-176","11","2010","WD 11 - 176/10","A","Die neue EU-Tierversuchsrichtlinie - Subsidiarität, Verhältnismäßigkeit und der Erlass strengerer Maßnahmen"
"11-2010-174","11","2010","WD 11 - 174/10","A","Einfluss der nationalen Parlamente auf die Entscheidungsprozesse der Europäischen Union nach dem Vertrag von Lissabon"
"11-2010-173","11","2010","WD 11 - 173/10","A","Einführung eines geordneten Insolvenzverfahrens für Mitgliedstaaten des Euro-Währungsgebiets- Rechtliche Verankerung eines Insolvenzrechts für Staaten"
"11-2010-171","11","2010","WD 11 - 171/10","A","Europäische Benchmarks für die allgemeine und berufliche Bildung - Abstimmung zwischen den Ländern und der Bundesregierung im Bereich der Bildungspolitik der Europäischen Union"
"11-2010-166","11","2010","WD 11 - 166/10","A","Suspendierung der Stimmrechte eines Mitgliedstales im Rat der Europäischen Union wegen Verstoßes gegen die Haushaltsdisziplin"
"11-2010-156","11","2010","WD 11 - 156/10","A","Europarechtliche Zulässigkeit einer Luftverkehrsabgabe - Zum Vorhaben der Bundesregierung"
"11-2010-140","11","2010","WD 11 - 140/10","A","Überwachungs- und Sanktionsmechanismen der Wirtschafts- und Währungsunion - Status Quo und Vorschläge zur Reform"
"11-2010-133","11","2010","WD 11 - 133/10","A","Bewertung des Vorschlags der spanischen Regierung zu Übergangsmaßnahmen betreffend die Zusammensetzung des Europäischen Parlaments in den Parlamenten der Mitgliedstaaten"
"11-2010-125","11","2010","WD 11 - 125/10","A","Wahrung der Finanzstabilität in der Europäischen Union"
"11-2010-124","11","2010","WD 11 - 124/10","A","Vereinbarkeit der Beschlüsse des Rates ECOFIN vom 9. Mai 2010 zum europäischen Finanzstabilisierungsmechanismus"
"11-2010-121","11","2010","WD 11 - 121/10","AI","Der Europäische Auswärtige Dienst (EAD)"
"11-2010-119","11","2010","WD 11 - 119/10","A","Zur Vereinbarkeit des Entwurfs eines Gesetzes zur Übernahme von Gewährleistungen im Rahmen eines europäischen Stabilisierungsmechanismus mit Artikel125 des Vertrags über die Arbeitsweise der Europäischen Union"
"11-2010-117","11","2010","WD 11 - 117/10","A","Maßnahmen zur Wahrung der Finanzstabilität im Euro-Währungsgebiet"
"11-2010-114","11","2010","WD 11 - 114/10","A","Maßnahmen zur Wahrung der Finanzstabilität in der Europäischen Union"
"11-2010-103","11","2010","WD 11 - 103/10","AI","Bilaterale Finanzhilfen für Griechenland - Vereinbarkeit mit Artikel 125 des Vertrags über die Arbeitsweise der Europäischen Union"
"11-2010-096","11","2010","WD 11 - 096/10","A","Vereinbarkeit bilateraler Finanzhilfen für Griechenland mit Artikel125 des Vertrags über die Arbeitsweise der Europäischen Union"
"11-2010-069","11","2010","WD 11 - 069/10","A","Einführung einer Halterhaftung in der Europäischen Union - Rechtliche Grenzen"
"11-2010-053","11","2010","WD 11 - 053/10","A","Einflüsse der Europäischen Union auf das deutsche Rechtssystem im Bereich Wettbewerb - Ein Überblick auf die letzten zehn Jahre"
"11-2010-051","11","2010","WD 11 - 051/10","A","Überwachungs- und Sanktionsmechanismen in der Wirtschafts- und Währungsunion"
"11-2010-027","11","2010","WD 11 - 027/10","A","Mindesthöchststrafen und strafrechtliche Altersgrenzen in den Rahmenbeschlüssen der Europäischen Union"
"11-2010-015","11","2010","WD 11 - 015/10","A","Zur Vereinbarkeit eines Minarettverbots sowie eines Burka- und/ oder Kopftuchverbots mit dem Recht der Europäischen Union"
"11-2010-011","11","2010","WD 11 - 011/10","A","Der Europäische Auswärtige Dienst"
"11-2010-003","11","2010","WD 11 - 003/10","A","Fragen zur Anpassung des Personenbeförderungsgesetzes an die Verordnung (EG) 1370/07"
"11-2009-186","11","2009","WD 11 - 186/09","A","Verträge von Maastricht und Lissabon: Auswirkungen auf die nationale Souveränität der Mitgliedstaaten der Europäischen Union - ausgewählte Beispiele"
"11-2009-131","11","2009","WD 11 - 131/09","A","Maßnahmen zur Steigerung der Energieeffizienz von Gebäuden auf der Ebene der Europäischen Union"
"11-2009-129","11","2009","WD 11 - 129/09","AI","Parlamentarische Mitwirkung in Angelegenheiten der Europäischen Union in Dänemark, Frankreich, Österreich, Polen, Tschechien und im Vereinigten Königreich"
"11-2009-124","11","2009","WD 11 - 124/09","A","Fragen zum Spannungsverhältnis des Primärrechts der Europäischen Union zu der Forderung nach einer Re-Regulierung der Finanzmärkte"
"11-2009-115","11","2009","WD 11 - 115/09","A","Zustimmungserfordernis der nationalen Parlamente zu Vertrags- und Verfahrensänderungen gemäß dem Vertrag von Lissabon-Regelungen in Dänemark, Frankreich, Österreich und Tschechien"
"11-2009-107","11","2009","WD 11 - 107/09","A","Entwurf eines Begleitgesetzes zum Vertrag von Lissabon - 3. Variante"
"11-2009-096","11","2009","WD 11 - 096/09","A","Festlegung der Verhandlungspositionen im Europäischen Rat - Kompetenzen der nationalen Parlamente"
"11-2009-088","11","2009","WD 11 - 088/09","A","Parlamentarische Kontrolle der Europäischen Sicherheits- und Verteidigungspolitik"
"11-2009-087","11","2009","WD 11 - 087/09","A","Parlamentarische Mitwirkung bei der Gesetzgebung der Europäischen Union"
"11-2009-081","11","2009","WD 11 - 081/09","A","Die Mitwirkungsrechte der nationalen Parlamente in den Mitgliedstaaten der Europäischen Union - Zusammenstellung der Rechtstexte"
"11-2009-077","11","2009","WD 11 - 077/09","A","Die Ernennung der Mitglieder der Europäischen Kommission nach dem Vertrag von Nizza und Lissabon"
"11-2009-050","11","2009","WD 11 - 050/09","A","Gemeinschaftsrechtliche Vorgaben für die telekommunikationsspezifische Netzzugangsregulierung des Koaxialnetzes"
"11-2009-038","11","2009","WD 11 - 038/09","A","Die Verhandlungen der EU mit den südamerikanischen regionalen Zusammenschlüssen SICA und CAN über den Abschluss von Assoziierungsabkommen"
"11-2009-014","11","2009","WD 11 - 014/09","A","Maßnahmen der EU zur Terrorismusbekämpfung"
"11-2009-002","11","2009","WD 11 - 002/09","AI","Die Europäische Union unter tschechischer Ratspräsidentschaft"
"11-2008-263","11","2008","WD 11 - 263/08","A","Maßnahmen bei der Verletzung von Regelungen aus Assoziierungsabkommen zwischen der EU/EG und einem Drittstaat"
"11-2008-262","11","2008","WD 11 - 262/08","A","Die Mitwirkungsrechte nationaler Parlamente der EU-Mitgliedstaaten am Beispiel Frankreich, Vereinigtes Königreich, Dänemark und Estland"
"11-2008-255","11","2008","WD 11 - 255/08","A","Zur gemeinschaftsrechtlichen Zulässigkeit von Regelungen zu gentechnikfreien Regionen"
"11-2008-236","11","2008","WD 11 - 236/08","AI","Das EG-Beihilferecht und die Maßnahmen zur Unterstützung des Finanzsektors bei der Bewältigung der Krise an den Finanzmärkten"
"11-2008-235","11","2008","WD 11 - 235/08","AI","Das Terrorlisten-Urteil des EuGH"
"11-2008-229","11","2008","WD 11 - 229/08","A","Entwurf des polnischen Gesetzes über die Wiedergutmachung für die Verstaatlichung von Immobilien und das Gemeinschaftsrecht"
"11-2008-227","11","2008","WD 11 - 227/08","AI","Polen vier Jahre nach dem EU-Beitritt (2) - Wirtschaftliche Auswirkungen der Mitgliedschaft"
"11-2008-220","11","2008","WD 11 - 220/08","AI","Verfassungsreform in Frankreich: Eine Rolle für das Parlament?"
"11-2008-211","11","2008","WD 11 - 211/08","A","Das Weimarer Dreieck - Kann es zukunftsorientiert weiter kooperieren?"
"11-2008-210","11","2008","WD 11 - 210/08","A","Die Rechtsprechung des EuGH zur Kompetenzverteilung zwischen EG und Mitgliedstaaten"
"11-2008-209","11","2008","WD 11 - 209/08","A","Zur Durchsetzung des Kartellverbots nach Artikel 81 EG-Vertrag"
"11-2008-205","11","2008","WD 11 - 205/08","A","Umsetzung der Reformen des Vertrags von Lissabon.m Rahmen des Vertrags von Nizza"
"11-2008-197","11","2008","WD 11 - 197/08","A","Zur Richtlinie 2001/20/EG und § 40 AMG"
"11-2008-195","11","2008","WD 11 - 195/08","A","Rechtsfragen zum Kommissionsvorschlag einer neuen Antidiskriminierungsrichtlinie"
"11-2008-187","11","2008","WD 11 - 187/08","A","Zur Verwaltung von Gemeinschaftsmitteln in Bulgarien"
"11-2008-186","11","2008","WD 11 - 186/08","AI","Fortschrittsbericht 2008 Bulgarien Rumänien"
"11-2008-183","11","2008","WD 11 - 183/08","AI","Der Europäische Rechnungshof- Das finanzielle Gewissen der Union"
"11-2008-179","11","2008","WD 11 - 179/08","A","Europäische Vorgaben und ihre mögliche Wirkung auf die Kinder- und Jugendhilfe"
"11-2008-171","11","2008","WD 11 - 171/08","AI","Die EU unter französischem Vorsitz"
"11-2008-170","11","2008","WD 11 - 170/08","A","Deutsch-Französische Kooperation im Bereich der europäischen Industriepolitik am Beispiel EADS"
"11-2008-161","11","2008","WD 11 - 161/08","A","Moderner Konservatismus und die Vision Europas"
"11-2008-141","11","2008","WD 11 - 141/08","A","Die Tranzparenzinitiative der Kommission unter datenschutzrechtlichen Gesichtspunkten"
"11-2008-139","11","2008","WD 11 - 139/08","A","Überführung der Bestimmung des Vertrages von Prüm in den Rechtsrahmen der EU"
"11-2008-121","11","2008","WD 11 - 121/08","AI","Europäisches Strafrecht"
"11-2008-086","11","2008","WD 11 - 086/08","A","Bierut-Dekrete und Gemeinschaftsrecht"
"11-2008-079","11","2008","WD 11 - 079/08","AI","Vereinbarkeit von Tariftreueklauseln mit Gemeinschaftsrecht „Rüffert“-Entscheidung des EuGH (Rs. C-346/06)"
"11-2008-074","11","2008","WD 11 - 074/08","AI","Der Raum der Freiheit, der Sicherheit und des Rechts im Vertrag von Lissabon"
"11-2008-065","11","2008","WD 11 - 065/08","A","Das Demokratiedefizit der Europäischen Union und der Vertrag von Lissabon"
"11-2008-049","11","2008","WD 11 - 049/08","AI","Kompetenzverteilung und verfahrenstechnische Änderungen im Vertrag von Lissabon"
"11-2008-040","11","2008","WD 11 - 040/08","A","Der Europäische Rechnungshof - „Das finanzielle Gewissen der Union“"
"11-2008-035","11","2008","WD 11 - 035/08","AI","Die Finanzierung des Haushalts der Europäischen Union - Das Eigenmittelsystem"
"11-2008-025","11","2008","WD 11 - 025/08","AI","Die Energieaußenpolitik (EAP) der Europäischen Union"
"11-2008-019","11","2008","WD 11 - 019/08","A","Überblick über die verfahrenstechnischen Änderungen durch den Vertrag von Lissabon"
"11-2008-005","11","2008","WD 11 - 005/08","AI","Die EU-Weinmarktreform - Auf dem Weg zur Nachhaltigkeit im europäischen Weinsektor"
"11-2007-335","11","2007","WD 11 - 335/07","AI","Vom „Rat der Weisen“ zur Reflexionsgruppe"
"11-2007-322","11","2007","WD 11 - 322/07","A","Zusammenschlüsse von Städten und Gemeinden im Rahmen einer gemeinnützig tätigen Organisation nach dem Europarecht"
"11-2007-276","11","2007","WD 11 - 276/07","AI","Das Legislativ- und Arbeitsprogramm der Kommission für 2008"
"11-2007-269","11","2007","WD 11 - 269/07","A","Die Kompetenz der Europäischen Gemeinschaft zur Einführung eines Statuts der EPG"
"11-2007-263","11","2007","WD 11 - 263/07","A","Welche rechtlichen Folgen hat es, wenn der Wettbewerb nicht als Zielbestimmung im künftigen Vertrag über die Europäische Union aufgeführt wird?"
"11-2007-257","11","2007","WD 11 - 257/07","AI","Der EU-Reformvertrag"
"11-2007-254","11","2007","WD 11 - 254/07","A","Die EG-Richtlinie 2006/24 und ihre Umsetzung"
"11-2007-241","11","2007","WD 11 - 241/07","A","Der EU-Reformvertrag und die nationalen Parlamente"
"11-2007-196","11","2007","WD 11 - 196/07","A","Äußerungen des Rates der Europäischen Union und die Einflussmöglichkeiten des Deutschen Bundestages"
"11-2007-185","11","2007","WD 11 - 185/07","A","Parlamentarische Begleitung von EU-Regierungskonferenzen (Überarbeitung der 109/07 für das Dossier EU-Verfassung)"
"11-2007-169","11","2007","WD 11 - 169/07","AI","Zum Status des Kosovo"
"11-2007-168","11","2007","WD 11 - 168/07","AI","Vom Verfassungsvertrag zum „Vertrag von Lissabon“?"
"11-2007-131","11","2007","WD 11 - 131/07","AI","Die bilateralen Beziehungen EU-Ukraine"
"11-2007-127","11","2007","WD 11 - 127/07","A","Zur Umsetzung der EU_Dienstleistungsrichtlinie in deutsches Recht unter besonderer Berücksichtigung der Schaffung „Einheitlicher Ansprechpartner“"
"11-2007-113","11","2007","WD 11 - 113/07","A","Die bilateralen Beziehungen EU-Ukraine"
"11-2007-112","11","2007","WD 11 - 112/07","AI","As you like it: Die Berliner Erklärung"
"11-2007-109","11","2007","WD 11 - 109/07","A","Parlamentarische Begleitung von EU-Regierungskonferenzen"
"11-2007-098","11","2007","WD 11 - 098/07","AI","Die Europäische Atomgemeinschaft (EURATOM)"
"11-2007-093","11","2007","WD 11 - 093/07","AI","Von den Verträgen der Sechs zur Union der 27- Die Erweiterung der Europäischen Gemeinschaften"
"11-2007-091","11","2007","WD 11 - 091/07","AI","Subsidiarität - Testlauf für nationale Parlamente"
"11-2007-090","11","2007","WD 11 - 090/07","AI","Der Grundsatz gegenseitiger Anerkennung im freien Warenverkehr Dassonville, Keck, Cassis de Dijon: haben die Klassiker ausgedient?"
"11-2007-087","11","2007","WD 11 - 087/07","AI","50 Jahre Römische Verträge"
"11-2007-086","11","2007","WD 11 - 086/07","A","Die euro-mediterrane Partnerschaft (EUROMED)"
"11-2007-082","11","2007","WD 11 - 082/07","A","Die Europafähigkeit des Bundestages - ausgewählte Fragen"
"11-2007-080","11","2007","WD 11 - 080/07","AI","Europäische Agenturen"
"11-2007-065","11","2007","WD 11 - 065/07","A","Rechtsschutz gegen Handlungen und Unterlassungen von Gemeinschaftsagenturen"
"11-2007-058","11","2007","WD 11 - 058/07","A","Europäische Agenturen - Eine Übersicht"
"11-2007-047","11","2007","WD 11 - 047/07","A","Zu den Rechtsgrundlagen und zum Umfang eines eventuellen EU-weiten Rauchverbotes"
"11-2007-043","11","2007","WD 11 - 043/07","AI","Schwerpunktthemen der deutschen EU-Ratspräsidentschaft im südlichen Mittelmeerraum - Eine Bestandsaufnahme"
"11-2007-042","11","2007","WD 11 - 042/07","A","Zur Streithilfe vor EuGH und EuG"
"11-2007-037","11","2007","WD 11 - 037/07","A","EU-Mitgliedschaft und Völkervertragsrecht"
"11-2007-029","11","2007","WD 11 - 029/07","AI","GASP, ESVP und ihre Instrumente - Ein Überblick"
"11-2007-025","11","2007","WD 11 - 025/07","A","Überführung der Bestimmungen des Vertrags von Prüm in den Rechtsrahmen der EU"
"11-2007-021","11","2007","WD 11 - 021/07","A","Das Europäische Sozialmodell - Zur Diskussion auf Gemeinschaftsebene"
"11-2007-012","11","2007","WD 11 - 012/07","AI","Grünbuch „Das globale Europa“"
"11-2007-010","11","2007","WD 11 - 010/07","A","Neueste Entwicklungen in der euro-mediterranen Zusammenarbeit (Ende 2005 bis Anfang 2007)"
"11-2007-009","11","2007","WD 11 - 009/07","A","Kündigung, Aufhebung, Austritt und Ausschluss"
"11-2006-367","11","2006","WD 11 - 367/06","AI","EU und Globalisierung"
"11-2006-364","11","2006","WD 11 - 364/06","AI","Kommissionsmitteilung zur Erweiterungsstrategie"
"11-2006-357","11","2006","WD 11 - 357/06","AI","Die EU-Russlandpolitik"
"11-2006-350","11","2006","WD 11 - 350/06","A","Die Gründung der EWG und der Kalte Krieg"
"11-2006-345","11","2006","WD 11 - 345/06","AI","Europäische Nachbarschaftspolitik (ENP)"
"11-2006-344","11","2006","WD 11 - 344/06","AI","Tot oder lebendig? Zur aktuellen Debatte über den EU-Verfassungsvertrag"
"11-2006-341","11","2006","WD 11 - 341/06","AI","Das Komitologie-Verfahren"
"11-2006-339","11","2006","WD 11 - 339/06","AI","Europa 2007"
"11-2006-322","11","2006","WD 11 - 322/06","AI","Aktuelle Entwicklung beim Verordnungsentwurf „Geringfügige Forderungen“"
"11-2006-290","11","2006","WD 11 - 290/06","A","Die Transparenzinitiative der Kommission unter datenschutzrechtlichen Gesichtspunkten"
"11-2006-289","11","2006","WD 11 - 289/06","AI","Der Zypernkonflikt und seine Auswirkungen auf die EU-Beitrittsverhandlungen mit der Türkei"
"11-2006-284","11","2006","WD 11 - 284/06","AI","Schutzklauseln und Übergangsfristen im Vertrag über den EU-Beitritt von Bulgarien und Rumänien"
"11-2006-270","11","2006","WD 11 - 270/06","AI","GASP, ESVP und ihre Instrumente - Ein Überblick"
"11-2006-254","11","2006","WD 11 - 254/06","A","Zur (Fort-)Entwicklung und zum Verständnis des Subsidiaritätsprinzips im Europarecht"
"11-2006-245","11","2006","WD 11 - 245/06","A","Das Abgeordnetenstatut des Europäischen Parlaments - Sachstand und Klagemöglichkeiten auf europäischer Ebene"
"11-2006-244","11","2006","WD 11 - 244/06","AI","Grünbuch Europäische Transparenzinitiative"
"11-2006-233","11","2006","WD 11 - 233/06","A","Dienstleistungen von allgemeinem wirtschaftlichen Interesse und das Europäische Beihilfe- und Vergaberecht - Übersicht der wichtigsten Probleme"
"11-2006-229","11","2006","WD 11 - 229/06","A","Motive für die Verankerung der Grundfreiheiten im Vertrag über die Gründung der Europäischen Gemeinschaft und die Entwicklung der Grundfreiheiten"
"11-2006-219","11","2006","WD 11 - 219/06","A","New-Governance-Instrumente in der Europäischen Energiepolitik"
"11-2006-209","11","2006","WD 11 - 209/06","AI","Europäische Agentur für Grundrechte"
"11-2006-207","11","2006","WD 11 - 207/06","AI","Schlussanträge des Generalanwalts Leger zur Klage Deutschlands gegen die Richtlinie 2003/33/EG - Tabakwerberichtlinie"
"11-2006-205","11","2006","WD 11 - 205/06","A","Die Lissabon-Strategie"
"11-2006-203","11","2006","WD 11 - 203/06","AI","Geänderter Richtlinienvorschlag: Strafrechtliche Maßnahmen zur Durchsetzung der Rechte des geistigen Eigentums"
"11-2006-197","11","2006","WD 11 - 197/06","AI","Das sog. zweite Vertragsverletzungsverfahren gemäß Art. 228 EGV und die Maßstäbe der Kommission zur Ermittlung von Zwangsgeld und Pauschalbetrag"
"11-2006-194","11","2006","WD 11 - 194/06","A","Umsetzung von EG-Antidiskriminierungsrichtlinien und Art. 228 EG-Vertrag"
"11-2006-183","11","2006","WD 11 - 183/06","A","Erschließungskosten für Industrieansiedlung und das EG-Beihilfenrecht"
"11-2006-170","11","2006","WD 11 - 170/06","AI","Aktuelle Rahmenbeschlussentwürfe im Bereich der PJZS"
"11-2006-168","11","2006","WD 11 - 168/06","A","CALRE"
"11-2006-162","11","2006","WD 11 - 162/06","AI","Europäisches Technologieinstitut"
"11-2006-160","11","2006","WD 11 - 160/06","AI","Bessere Rechtsetzung oder ist nur weniger schon mehr?"
"11-2006-157","11","2006","WD 11 - 157/06","AI","Formen der abgestuften Zusammenarbeit zwischen der EU und (Noch)-Drittstaaten. Vom Handelsabkommen zum EWR-Plus"
"11-2006-156","11","2006","WD 11 - 156/06","AI","Wirtschaftsmigration"
"11-2006-149","11","2006","WD 11 - 149/06","A","Das Vertragsverletzungsverfahren gemäß Art. 226 EGV und die Sanktionsmöglichkeiten des Art. 228 EGV"
"11-2006-147","11","2006","WD 11 - 147/06","AI","Die EU und Georgien"
"11-2006-146","11","2006","WD 11 - 146/06","A","Bildung in der Dienstleistungsrichtlinie"
"11-2006-145","11","2006","WD 11 - 145/06","A","Zur Umsetzung von EG-Richtlinien und EU-Rahmenbeschlüssen"
"11-2006-140","11","2006","WD 11 - 140/06","A","Formen der abgestuften Zusammenarbeit zwischen der EU und (Noch)-Drittstaaten, Vom Handelsabkommen zum EWR-Plus"
"11-2006-131","11","2006","WD 11 - 131/06","A","Zur Wahlfreiheit zwischen Richtlinie und Verordnung bei der Rechtsetzung auf EU-Ebene"
"11-2006-129","11","2006","WD 11 - 129/06","A","Stand der Verhandlungen über den Abschluss eines Assoziationsabkommen zwischen der EU und dem Mercosur"
"11-2006-116","11","2006","WD 11 - 116/06","AI","Grünbuch zur Energieeffizienz"
"11-2006-114","11","2006","WD 11 - 114/06","AI","Verordnungsentwurf „Small Claims“"
"11-2006-113","11","2006","WD 11 - 113/06","A","Die Beziehungen zwischen der EU und Russland"
"11-2006-098","11","2006","WD 11 - 098/06","A","Straßenmaut und EG-Recht"
"11-2006-093","11","2006","WD 11 - 093/06","A","Regelungsumfang von Art. 7 Abs. 2 der Richtlinie 2003/86/EG"
"11-2006-084","11","2006","WD 11 - 084/06","A","Geänderte Vorschläge der EU-Kommission im Mitentscheidungsverfahren"
"11-2006-082","11","2006","WD 11 - 082/06","AI","Europäische Agenturen"
"11-2006-081","11","2006","WD 11 - 081/06","A","Formelle und informelle Beteiligungen am Rechtsetzungs- und Umsetzungsprogramm auf EU-Ebene"
"11-2006-069","11","2006","WD 11 - 069/06","A","Äußerungen der französischen Europa-Ministerin C. Colonna in der Debatte über die Lage der Europäischen Union"
"11-2006-068","11","2006","WD 11 - 068/06","AI","Richtlinienvorschlag zur Portabilität von Zusatzrentenansprüchen"
"11-2006-063","11","2006","WD 11 - 063/06","AI","Arbeitszeitrichtlinie - Stand der Diskussion"
"11-2006-050","11","2006","WD 11 - 050/06","A","Rechtsnatur von Kommissionsleitlinien"
"11-2006-045","11","2006","WD 11 - 045/06","AI","Die Dienstleistungsrichtlinie - Stand der Diskussion"
"11-2006-028","11","2006","WD 11 - 028/06","A","Organe und Datenbanken"
"11-2006-025","11","2006","WD 11 - 025/06","A","Rechtssätze 1.-3. Säule"
"11-2006-018","11","2006","WD 11 - 018/06","AI","Zugang zu Hafendiensten: Port Package II"
"11-2006-012","11","2006","WD 11 - 012/06","A","Fragen zur Umsetzung von EG-Richtlinien und EG-Verordnungen"
"11-2006-003","11","2006","WD 11 - 003/06","A","Bedeutung des Luxemburger Kompromisses"
"11-2005-287","11","2005","WF XII G - 287/05","A","Die Dienstleistungsrichtlinie - Stand der Diskussion"
"11-2005-286","11","2005","WF XII G - 286/05","A","Agenturenkonzept in der Europäischen Union"
"11-2005-285","11","2005","WF XII G - 285/05","A","Euromediterrane Partnerschaft (EMP)"
"11-2005-281","11","2005","WF XII G - 281/05","AI","Vom „Fernsehen ohne Grenzen“ zu „Audiovisuellen Mediendiensten“"
"11-2005-265","11","2005","WF XII G - 265/05","AI","Legislativ- und Arbeitsprogramm der Kommission für 2006"
"11-2005-259","11","2005","WF XII G - 259/05","AI","Zehn Jahre euro-mediterrane Partnerschaft (1995-2005)"
"11-2005-258","11","2005","WF XII G - 258/05","A","Die Beziehung der EU zur Russischen Föderation: Rückschau und Ausblick"
"11-2005-257","11","2005","WF XII G - 257/05","A","Grundlagen der bildungspolitischen Zusammenarbeit in der Europäischen Union"
"11-2005-255","11","2005","WF XII G - 255/05","AI","Verhandlungen in der Welthandelsorganisation (WTO) - Streit um die EU-Agrarsubventionen"
"11-2005-245","11","2005","WF XII G - 245/05","A","Die Wirtschafts- und Währungsunion vor dem Hintergrund europäischer Integrationstheorien"
"11-2005-232","11","2005","WF XII G - 232/05","AI","Die Reform der EU-Außenhilfeinstrumente"
"11-2005-170","11","2005","WF XII G - 170/05","AI","Das Haager Programm für Justiz und Inneres"
"10-2015-049","10","2015","WD 10 - 049/15","A","Magermodels in den Medien - Möglichkeiten staatlicher Einflussnahme"
"10-2015-045","10","2015","WD 10 - 045/15","A","Beschluss der Bezirksverordnetenversammlung Friedrichshain-Kreuzberg gegen sexistische Werbung auf bezirkseigenen Flächen. Hintergründe, Ausgestaltung, rechtliche Aspekte,nationaler und internationaler Vergleich"
"10-2015-038","10","2015","WD 10 - 038/15","A","Olympiaschutzgesetz in Deutschland"
"10-2015-034","10","2015","WD 10 - 034/15","A","Kulturpolitik. Formen und Bereiche der Bundeskulturpolitik im föderalen Staat."
